gene_symbol	taxon_id	entrez_gene_id	species_name
GNAO1	9796	100051282	Equus caballus
GNAO1	9798	103555391	Equus przewalskii
GNAO1	9823	100516976	Sus scrofa
GNAO1	9837	105078712	Camelus bactrianus
GNAO1	9838	105096168	Camelus dromedarius
GNAO1	9860	122691739	Cervus elaphus
GNAO1	9874	110136824	Odocoileus virginianus
GNAO1	9886	136160996	Muntiacus reevesi
GNAO1	98922	132217569	Myotis daubentonii
GNAO1	9913	281792	Bos taurus
GNAO1	9915	109572786	Bos indicus
GNAO1	9925	102186145	Capra hircus
GNAO1	9940	101119495	Ovis aries
GNAO1	9978	101524943	Ochotona princeps
GNAO1	9983	133748338	Lepus europaeus
GNAO1	9986	100342283	Oryctolagus cuniculus
GNAQ	109478	102247263	Myotis brandtii
GNAQ	118797	103082420	Lipotes vexillifer
GNAQ	128390	104020875	Nipponia nippon
GNAQ	143292	118916458	Manis pentadactyla
GNAQ	143302	101622310	Condylura cristata
GNAQ	156563	111940710	Cyanistes caeruleus
GNAQ	176057	104402875	Nestor notabilis
GNAQ	185453	102829259	Chrysochloris asiatica
GNAQ	187382	104486506	Chlamydotis macqueenii
GNAQ	246437	102468263	Tupaia chinensis
GNAQ	2715852	108314366	Cebus imitator
GNAQ	27606	133097896	Eubalaena glacialis
GNAQ	27610	132523574	Lagenorhynchus albirostris
GNAQ	27622	118629502	Molossus molossus
GNAQ	27675	119505753	Choloepus didactylus
GNAQ	29073	103663281	Ursus maritimus
GNAQ	291302	107544926	Miniopterus natalensis
GNAQ	30522	113897135	Bos indicus x Bos taurus
GNAQ	30608	105868697	Microcebus murinus
GNAQ	30611	100946783	Otolemur garnettii
GNAQ	321398	108493139	Lepidothrix coronata
GNAQ	32536	106975317	Acinonyx jubatus
GNAQ	328815	103767116	Manacus vitellinus
GNAQ	33562	122731276	Dromiciops gliroides
GNAQ	33587	142421641	Mycteria americana
GNAQ	336983	105520744	Colobus angolensis palliatus
GNAQ	34880	129500644	Nyctereutes procyonoides
GNAQ	34884	112838642	Callorhinus ursinus
GNAQ	34886	114198742	Eumetopias jubatus
GNAQ	36300	104035325	Pelecanus crispus
GNAQ	36723	116569884	Mustela erminea
GNAQ	37174	138433510	Ovis canadensis
GNAQ	379532	105815495	Propithecus coquereli
GNAQ	40151	114884096	Monodon monoceros
GNAQ	419612	102508547	Camelus ferus
GNAQ	452646	122917675	Neogale vison
GNAQ	482537	103587098	Galeopterus variegatus
GNAQ	48708	132492628	Mesoplodon densirostris
GNAQ	48850	143673669	Tamandua tetradactyla
GNAQ	494514	121484745	Vulpes lagopus
GNAQ	50402	104284360	Charadrius vociferus
GNAQ	51298	118667437	Myotis myotis
GNAQ	54180	117098435	Trachypithecus francoisi
GNAQ	59463	102424688	Myotis lucifugus
GNAQ	59534	120875860	Oryx dammah
GNAQ	60711	103219624	Chlorocebus sabaeus
GNAQ	61621	108542641	Rhinopithecus bieti
GNAQ	61622	104663314	Rhinopithecus roxellana
GNAQ	61853	100594473	Nomascus leucogenys
GNAQ	649802	113984059	Pipra filicauda
GNAQ	68408	129556766	Moschus berezovskii
GNAQ	7654	446188	Lytechinus variegatus
GNAQ	77151	132024788	Mustela nigripes
GNAQ	82174	137227744	Pseudorca crassidens
GNAQ	8469	102941281	Chelonia mydas
GNAQ	8502	109323495	Crocodylus porosus
GNAQ	89673	114508313	Phyllostomus discolor
GNAQ	9031	427262	Gallus gallus
GNAQ	9103	104915096	Meleagris gallopavo
GNAQ	9157	107216294	Parus major
GNAQ	9238	103920383	Pygoscelis adeliae
GNAQ	9261	119947837	Tachyglossus aculeatus
GNAQ	9305	100916183	Sarcophilus harrisii
GNAQ	9337	118831200	Trichosurus vulpecula
GNAQ	9365	103107328	Erinaceus europaeus
GNAQ	9407	107517194	Rousettus aegyptiacus
GNAQ	9447	123646308	Lemur catta
GNAQ	9470	128574809	Nycticebus coucang
GNAQ	94827	104579190	Tinamus guttatus
GNAQ	9483	100403006	Callithrix jacchus
GNAQ	9515	116559659	Sapajus apella
GNAQ	9531	105584209	Cercocebus atys
GNAQ	9541	102130397	Macaca fascicularis
GNAQ	9544	705680	Macaca mulatta
GNAQ	9555	101024177	Papio anubis
GNAQ	9565	112607858	Theropithecus gelada
GNAQ	9568	105542500	Mandrillus leucophaeus
GNAQ	9590	129479294	Symphalangus syndactylus
GNAQ	9595	101149651	Gorilla gorilla gorilla
GNAQ	9598	472962	Pan troglodytes
GNAQ	9601	100458686	Pongo abelii
GNAQ	9606	2776	Homo sapiens
GNAQ	9615	403928	Canis lupus familiaris
GNAQ	9643	123781527	Ursus americanus
GNAQ	9644	113269831	Ursus arctos
GNAQ	9646	100464853	Ailuropoda melanoleuca
GNAQ	9666	131812467	Mustela lutreola
GNAQ	9669	101674115	Mustela putorius furo
GNAQ	9685	101094708	Felis catus
GNAQ	9689	122204407	Panthera leo
GNAQ	9694	102954227	Panthera tigris
GNAQ	9704	113934691	Zalophus californianus
GNAQ	9708	101384596	Odobenus rosmarus divergens
GNAQ	9711	118542780	Halichoerus grypus
GNAQ	9716	123849583	Mirounga angustirostris
GNAQ	9720	116646620	Phoca vitulina
GNAQ	9728	132427279	Delphinus delphis
GNAQ	9731	115863786	Globicephala melas
GNAQ	9742	136124484	Phocoena phocoena
GNAQ	9749	111174571	Delphinapterus leucas
GNAQ	9767	103018216	Balaenoptera acutorostrata
GNAQ	9771	118897318	Balaenoptera musculus
GNAQ	9785	100656672	Loxodonta africana
GNAQ	9793	106825688	Equus asinus
GNAQ	9796	100063136	Equus caballus
GNAQ	9798	103553450	Equus przewalskii
GNAQ	9823	654405	Sus scrofa
GNAQ	9913	536654	Bos taurus
GNAQ	9940	101112295	Ovis aries
GNAS	100784	104633086	Balearica regulorum gibbericeps
GNAS	103695	110084741	Pogona vitticeps
GNAS	103944	107295540	Protobothrops mucrosquamatus
GNAS	110931	134364225	Cynocephalus volans
GNAS	111125	138664491	Ranitomeya imitator
GNAS	111821	141931222	Strix aluco
GNAS	118200	104302641	Dryobates pubescens
GNAS	118797	103089051	Lipotes vexillifer
GNAS	120794	119154816	Falco rusticolus
GNAS	121349	139163632	Erythrolamprus reginae
GNAS	121530	104384533	Tauraco erythrolophus
GNAS	128390	104013042	Nipponia nippon
GNAS	1330250	307217790	Podarcis cretensis
GNAS	13616	100021523	Monodelphis domestica
GNAS	13735	102447036	Pelodiscus sinensis
GNAS	143281	140618713	Canis lupus baileyi
GNAS	143630	143836432	Paroedura picta
GNAS	148594	121094387	Falco naumanni
GNAS	156563	111938030	Cyanistes caeruleus
GNAS	175006	130580557	Malurus melanocephalus
GNAS	175836	104500135	Buceros rhinoceros silvestris
GNAS	176057	104408591	Nestor notabilis
GNAS	185453	102827843	Chrysochloris asiatica
GNAS	188344	104346554	Leptosomus discolor
GNAS	188379	104130645	Egretta garzetta
GNAS	1884717	129070595	Pteronotus mesoamericanus
GNAS	194338	113487624	Athene cunicularia
GNAS	194408	115096466	Rhinatrema bivittatum
GNAS	219594	116495569	Aythya fuligula
GNAS	223781	115338819	Aquila chrysaetos chrysaetos
GNAS	233779	128471273	Spea bombifrons
GNAS	2489341	115615081	Strigops habroptila
GNAS	249018	136406953	Saccopteryx leptura
GNAS	2587831	112103924	Terrapene triunguis
GNAS	261503	133387095	Rhineura floridana
GNAS	2715852	108285919	Cebus imitator
GNAS	27606	133104395	Eubalaena glacialis
GNAS	27610	132506025	Lagenorhynchus albirostris
GNAS	27622	118618303	Molossus molossus
GNAS	27675	119515410	Choloepus didactylus
GNAS	279965	104523372	Antrostomus carolinensis
GNAS	28680	137865215	Anas acuta
GNAS	29078	103285782	Eptesicus fuscus
GNAS	291302	107529329	Miniopterus natalensis
GNAS	29139	114034768	Vombatus ursinus
GNAS	30331	122941427	Bufo gargarizans
GNAS	30419	104328796	Opisthocomus hoazin
GNAS	30464	112949739	Nothoprocta perdicaria
GNAS	30532	133044960	Dama dama
GNAS	30608	105874518	Microcebus murinus
GNAS	328815	103766059	Manacus vitellinus
GNAS	33562	122744543	Dromiciops gliroides
GNAS	33587	142416776	Mycteria americana
GNAS	33595	138728484	Phaenicophaeus curvirostris
GNAS	345164	102059934	Falco cherrug
GNAS	34880	129497792	Nyctereutes procyonoides
GNAS	34884	112809870	Callorhinus ursinus
GNAS	34886	114197913	Eumetopias jubatus
GNAS	35005	116509030	Thamnophis elegans
GNAS	35019	106537887	Thamnophis sirtalis
GNAS	36300	104029818	Pelecanus crispus
GNAS	36723	116594736	Mustela erminea
GNAS	37040	104254837	Gavia stellata
GNAS	37174	138417599	Ovis canadensis
GNAS	37610	306809677	Erithacus rubecula
GNAS	379532	105820084	Propithecus coquereli
GNAS	38626	110205152	Phascolarctos cinereus
GNAS	38654	102384106	Alligator sinensis
GNAS	43563	142666730	Rhinoderma darwinii
GNAS	44394	102062014	Zonotrichia albicollis
GNAS	46218	140259067	Excalfactoria chinensis
GNAS	481883	129329987	Eublepharis macularius
GNAS	482537	103608810	Galeopterus variegatus
GNAS	48427	137672310	Nyctibius grandis
GNAS	48708	132476572	Mesoplodon densirostris
GNAS	48849	135281846	Passer domesticus
GNAS	48883	102041915	Geospiza fortis
GNAS	499056	131195588	Ahaetulla prasina
GNAS	50402	104293921	Charadrius vociferus
GNAS	51298	118662565	Myotis myotis
GNAS	54380	104167814	Cariama cristata
GNAS	55661	104067485	Cuculus canorus
GNAS	56313	104356241	Tyto alba
GNAS	57060	136588195	Eleutherodactylus coqui
GNAS	57412	104551047	Colius striatus
GNAS	57421	103779114	Merops nubicus
GNAS	59463	102428502	Myotis lucifugus
GNAS	59479	117015705	Rhinolophus ferrumequinum
GNAS	59482	136308748	Saccopteryx bilineata
GNAS	59729	100232476	Taeniopygia guttata
GNAS	59894	101810765	Ficedula albicollis
GNAS	60711	103243509	Chlorocebus sabaeus
GNAS	61383	115509920	Lynx canadensis
GNAS	61621	108541624	Rhinopithecus bieti
GNAS	61622	104663797	Rhinopithecus roxellana
GNAS	61853	101176289	Nomascus leucogenys
GNAS	64176	114599685	Podarcis muralis
GNAS	649802	113982427	Pipra filicauda
GNAS	68408	129561499	Moschus berezovskii
GNAS	68724	144298608	Canis aureus
GNAS	71010	136647515	Tiliqua scincoides
GNAS	75485	128916395	Rissa tridactyla
GNAS	76066	140064289	Engystomops pustulosus
GNAS	76717	116880090	Lontra canadensis
GNAS	7888	122816894	Protopterus annectens
GNAS	7897	102352483	Latimeria chalumnae
GNAS	80427	117049042	Lacerta agilis
GNAS	81927	128796517	Vidua chalybeata
GNAS	8296	138580481	Ambystoma mexicanum
GNAS	8384	121004057	Bufo bufo
GNAS	8400	141114091	Aquarana catesbeiana
GNAS	8404	143935990	Lithobates pipiens
GNAS	8407	120918519	Rana temporaria
GNAS	8439	142466434	Ascaphus truei
GNAS	8469	102934181	Chelonia mydas
GNAS	8496	102563836	Alligator mississippiensis
GNAS	8502	109318799	Crocodylus porosus
GNAS	85066	103617997	Corvus brachyrhynchos
GNAS	8520	121929856	Sceloporus undulatus
GNAS	8524	118089017	Zootoca vivipara
GNAS	8663	113410380	Notechis scutatus
GNAS	8673	113434327	Pseudonaja textilis
GNAS	8790	112986167	Dromaius novaehollandiae
GNAS	8801	104141271	Struthio camelus
GNAS	88082	120317707	Crotalus tigris
GNAS	8839	101791631	Anas platyrhynchos
GNAS	884348	128322605	Hemicordylus capensis
GNAS	8845	106042176	Anser cygnoides
GNAS	8868	118248773	Cygnus atratus
GNAS	8869	121078851	Cygnus olor
GNAS	8884	118176525	Oxyura jamaicensis
GNAS	8932	102095310	Columba livia
GNAS	89399	109461157	Rhinolophus sinicus
GNAS	89462	102408597	Bubalus bubalis
GNAS	8954	101922321	Falco peregrinus
GNAS	8969	104321690	Haliaeetus albicilla
GNAS	8996	110408305	Numida meleagris
GNAS	9031	419313	Gallus gallus
GNAS	9054	116225366	Phasianus colchicus
GNAS	9103	100550361	Meleagris gallopavo
GNAS	9135	103818880	Serinus canaria
GNAS	9157	107213286	Parus major
GNAS	9160	120506987	Passer montanus
GNAS	9209	104048871	Phalacrocorax carbo
GNAS	9233	103895197	Aptenodytes forsteri
GNAS	9234	143167127	Aptenodytes patagonicus
GNAS	9238	103919293	Pygoscelis adeliae
GNAS	9244	103532250	Calypte anna
GNAS	9258	100080392	Ornithorhynchus anatinus
GNAS	9261	119931585	Tachyglossus aculeatus
GNAS	92651	141504944	Macrotis lagotis
GNAS	9301	141555657	Sminthopsis crassicaudata
GNAS	9305	100930666	Sarcophilus harrisii
GNAS	9315	140519909	Notamacropus eugenii
GNAS	9337	118840956	Trichosurus vulpecula
GNAS	9361	101428591	Dasypus novemcinctus
GNAS	9365	103115369	Erinaceus europaeus
GNAS	93934	107323051	Coturnix japonica
GNAS	9423	123815292	Phyllostomus hastatus
GNAS	9430	112303826	Desmodus rotundus
GNAS	94827	104571466	Tinamus guttatus
GNAS	94885	117674882	Pantherophis guttatus
GNAS	9515	116535785	Sapajus apella
GNAS	9541	102145630	Macaca fascicularis
GNAS	9565	112632629	Theropithecus gelada
GNAS	9590	129474806	Symphalangus syndactylus
GNAS	95912	120234858	Hyaena hyaena
GNAS	9597	100990650	Pan paniscus
GNAS	9598	469986	Pan troglodytes
GNAS	9600	129021439	Pongo pygmaeus
GNAS	9601	103888841	Pongo abelii
GNAS	9606	2778	Homo sapiens
GNAS	9615	403943	Canis lupus familiaris
GNAS	9627	112932168	Vulpes vulpes
GNAS	9644	113258768	Ursus arctos
GNAS	9669	101694142	Mustela putorius furo
GNAS	9689	122215356	Panthera leo
GNAS	9690	132670906	Panthera onca
GNAS	9694	102964541	Panthera tigris
GNAS	9704	113936966	Zalophus californianus
GNAS	9708	101364060	Odobenus rosmarus divergens
GNAS	9711	118537080	Halichoerus grypus
GNAS	9716	123851929	Mirounga angustirostris
GNAS	9720	116621682	Phoca vitulina
GNAS	9728	132438972	Delphinus delphis
GNAS	9731	115844532	Globicephala melas
GNAS	9737	307198986	Stenella coeruleoalba
GNAS	9742	136134396	Phocoena phocoena
GNAS	9749	111186741	Delphinapterus leucas
GNAS	9755	102993267	Physeter macrocephalus
GNAS	9764	137750032	Eschrichtius robustus
GNAS	9767	103004432	Balaenoptera acutorostrata
GNAS	9771	118882031	Balaenoptera musculus
GNAS	9793	106825087	Equus asinus
GNAS	9796	100056464	Equus caballus
GNAS	9823	100049657	Sus scrofa
GNAS	9837	105071803	Camelus bactrianus
GNAS	9838	105095656	Camelus dromedarius
GNAS	9874	110145034	Odocoileus virginianus
GNAS	9886	136159455	Muntiacus reevesi
GNAS	9913	281793	Bos taurus
GNAS	9940	101115640	Ovis aries
GNAS	9978	101525035	Ochotona princeps
GNAS	9983	133769160	Lepus europaeus
GNAS	9986	100008904	Oryctolagus cuniculus
GNAT1	100784	142603208	Balearica regulorum gibbericeps
GNAT1	103695	110077893	Pogona vitticeps
GNAT1	103944	107295442	Protobothrops mucrosquamatus
GNAT1	110931	134390099	Cynocephalus volans
GNAT1	111125	138647083	Ranitomeya imitator
GNAT1	111821	141928315	Strix aluco
GNAT1	118200	104306660	Dryobates pubescens
GNAT1	118797	103076592	Lipotes vexillifer
GNAT1	120794	119147105	Falco rusticolus
GNAT1	121349	139158495	Erythrolamprus reginae
GNAT1	128390	104008727	Nipponia nippon
GNAT1	132908	105295157	Pteropus vampyrus
GNAT1	1330250	307209404	Podarcis cretensis
GNAT1	13616	100021645	Monodelphis domestica
GNAT1	13735	142830973	Pelodiscus sinensis
GNAT1	143281	140610283	Canis lupus baileyi
GNAT1	143291	120582377	Pteropus medius
GNAT1	143292	118908518	Manis pentadactyla
GNAT1	143302	101625908	Condylura cristata
GNAT1	143630	143832129	Paroedura picta
GNAT1	148594	121086256	Falco naumanni
GNAT1	156563	111934876	Cyanistes caeruleus
GNAT1	1608482	121011225	Herpailurus yagouaroundi
GNAT1	1706337	112394768	Neophocaena asiaeorientalis asiaeorientalis
GNAT1	175006	130578582	Malurus melanocephalus
GNAT1	176057	104409664	Nestor notabilis
GNAT1	176946	103061508	Python bivittatus
GNAT1	185453	102811836	Chrysochloris asiatica
GNAT1	1868482	103255470	Carlito syrichta
GNAT1	186990	109375213	Hipposideros armiger
GNAT1	188344	104352775	Leptosomus discolor
GNAT1	188379	104126622	Egretta garzetta
GNAT1	1884717	129087703	Pteronotus mesoamericanus
GNAT1	194408	115089484	Rhinatrema bivittatum
GNAT1	219594	116493014	Aythya fuligula
GNAT1	223781	115353899	Aquila chrysaetos chrysaetos
GNAT1	233779	128500552	Spea bombifrons
GNAT1	246437	102482547	Tupaia chinensis
GNAT1	2489341	115614140	Strigops habroptila
GNAT1	249018	136382121	Saccopteryx leptura
GNAT1	2587831	112102370	Terrapene triunguis
GNAT1	261503	133380472	Rhineura floridana
GNAT1	2715852	108294895	Cebus imitator
GNAT1	27606	133094716	Eubalaena glacialis
GNAT1	27610	132526994	Lagenorhynchus albirostris
GNAT1	27615	131764012	Kogia breviceps
GNAT1	27622	118633305	Molossus molossus
GNAT1	27675	119545491	Choloepus didactylus
GNAT1	28680	137862718	Anas acuta
GNAT1	29073	103674806	Ursus maritimus
GNAT1	29078	103300585	Eptesicus fuscus
GNAT1	29088	110577628	Neomonachus schauinslandi
GNAT1	291302	107529370	Miniopterus natalensis
GNAT1	29139	114024156	Vombatus ursinus
GNAT1	30331	122943326	Bufo gargarizans
GNAT1	30419	104331318	Opisthocomus hoazin
GNAT1	30464	112953201	Nothoprocta perdicaria
GNAT1	30522	113880412	Bos indicus x Bos taurus
GNAT1	30532	133045915	Dama dama
GNAT1	30538	102541245	Vicugna pacos
GNAT1	30608	105874989	Microcebus murinus
GNAT1	30611	100961485	Otolemur garnettii
GNAT1	321398	108499709	Lepidothrix coronata
GNAT1	32536	106979274	Acinonyx jubatus
GNAT1	328815	103755285	Manacus vitellinus
GNAT1	33562	122734920	Dromiciops gliroides
GNAT1	33587	142415414	Mycteria americana
GNAT1	33595	138725393	Phaenicophaeus curvirostris
GNAT1	336983	105509683	Colobus angolensis palliatus
GNAT1	345164	102049857	Falco cherrug
GNAT1	34880	129521552	Nyctereutes procyonoides
GNAT1	34884	112833856	Callorhinus ursinus
GNAT1	34886	114225061	Eumetopias jubatus
GNAT1	35005	116503836	Thamnophis elegans
GNAT1	35019	106539132	Thamnophis sirtalis
GNAT1	36300	142593979	Pelecanus crispus
GNAT1	36723	116577321	Mustela erminea
GNAT1	37029	122487246	Prionailurus bengalensis
GNAT1	37032	115273719	Suricata suricatta
GNAT1	37040	132317873	Gavia stellata
GNAT1	37174	138424355	Ovis canadensis
GNAT1	37293	105727716	Aotus nancymaae
GNAT1	37610	306807371	Erithacus rubecula
GNAT1	379532	105806244	Propithecus coquereli
GNAT1	38626	110216988	Phascolarctos cinereus
GNAT1	38654	102376868	Alligator sinensis
GNAT1	40151	114907348	Monodon monoceros
GNAT1	419612	102522846	Camelus ferus
GNAT1	42254	101539085	Sorex araneus
GNAT1	43563	142657434	Rhinoderma darwinii
GNAT1	44394	102065210	Zonotrichia albicollis
GNAT1	452646	122910659	Neogale vison
GNAT1	46218	140257635	Excalfactoria chinensis
GNAT1	481883	129327410	Eublepharis macularius
GNAT1	482537	103593715	Galeopterus variegatus
GNAT1	48427	137668306	Nyctibius grandis
GNAT1	48708	132496709	Mesoplodon densirostris
GNAT1	48849	135307915	Passer domesticus
GNAT1	48850	143657168	Tamandua tetradactyla
GNAT1	48883	102034116	Geospiza fortis
GNAT1	494514	121495119	Vulpes lagopus
GNAT1	499056	131193219	Ahaetulla prasina
GNAT1	50402	104288879	Charadrius vociferus
GNAT1	51298	118668458	Myotis myotis
GNAT1	54180	117081757	Trachypithecus francoisi
GNAT1	55149	306670714	Sciurus vulgaris
GNAT1	55661	104066709	Cuculus canorus
GNAT1	56313	116964487	Tyto alba
GNAT1	57060	136619951	Eleutherodactylus coqui
GNAT1	57068	103798961	Acanthisitta chloris
GNAT1	57412	104560735	Colius striatus
GNAT1	59479	117037332	Rhinolophus ferrumequinum
GNAT1	59482	136314297	Saccopteryx bilineata
GNAT1	59534	120868466	Oryx dammah
GNAT1	59729	115496950	Taeniopygia guttata
GNAT1	59894	101807843	Ficedula albicollis
GNAT1	60711	103227661	Chlorocebus sabaeus
GNAT1	61383	115508290	Lynx canadensis
GNAT1	61621	108526967	Rhinopithecus bieti
GNAT1	61622	104667119	Rhinopithecus roxellana
GNAT1	61853	100593507	Nomascus leucogenys
GNAT1	64176	114591517	Podarcis muralis
GNAT1	649802	113991429	Pipra filicauda
GNAT1	68408	129547856	Moschus berezovskii
GNAT1	68724	144290037	Canis aureus
GNAT1	71010	136641860	Tiliqua scincoides
GNAT1	72004	102273880	Bos mutus
GNAT1	75485	128915580	Rissa tridactyla
GNAT1	76717	116873891	Lontra canadensis
GNAT1	77151	132011342	Mustela nigripes
GNAT1	80427	117041617	Lacerta agilis
GNAT1	81927	128794011	Vidua chalybeata
GNAT1	82174	137232464	Pseudorca crassidens
GNAT1	8296	138566609	Ambystoma mexicanum
GNAT1	8384	120978687	Bufo bufo
GNAT1	8400	141102719	Aquarana catesbeiana
GNAT1	8404	143927452	Lithobates pipiens
GNAT1	8407	120944976	Rana temporaria
GNAT1	8439	142468067	Ascaphus truei
GNAT1	8469	102934746	Chelonia mydas
GNAT1	8496	102567918	Alligator mississippiensis
GNAT1	85066	103614283	Corvus brachyrhynchos
GNAT1	8520	121921535	Sceloporus undulatus
GNAT1	8524	118080570	Zootoca vivipara
GNAT1	8663	113415717	Notechis scutatus
GNAT1	8673	113454244	Pseudonaja textilis
GNAT1	8790	112989432	Dromaius novaehollandiae
GNAT1	8801	104142891	Struthio camelus
GNAT1	88082	120303850	Crotalus tigris
GNAT1	8839	113845087	Anas platyrhynchos
GNAT1	884348	128345211	Hemicordylus capensis
GNAT1	8845	106042852	Anser cygnoides
GNAT1	8868	118248043	Cygnus atratus
GNAT1	8869	121075515	Cygnus olor
GNAT1	8884	118157818	Oxyura jamaicensis
GNAT1	8932	102085762	Columba livia
GNAT1	89399	109443444	Rhinolophus sinicus
GNAT1	89462	102413015	Bubalus bubalis
GNAT1	8954	101924420	Falco peregrinus
GNAT1	89673	114501424	Phyllostomus discolor
GNAT1	8969	138690908	Haliaeetus albicilla
GNAT1	8996	110405020	Numida meleagris
GNAT1	9031	395426	Gallus gallus
GNAT1	9054	116241053	Phasianus colchicus
GNAT1	9103	100538643	Meleagris gallopavo
GNAT1	9135	103824285	Serinus canaria
GNAT1	9157	107210155	Parus major
GNAT1	9160	120514125	Passer montanus
GNAT1	9209	135314057	Phalacrocorax carbo
GNAT1	9233	103895233	Aptenodytes forsteri
GNAT1	9234	143163928	Aptenodytes patagonicus
GNAT1	9238	103917178	Pygoscelis adeliae
GNAT1	9244	103533152	Calypte anna
GNAT1	9258	100077091	Ornithorhynchus anatinus
GNAT1	9261	119950516	Tachyglossus aculeatus
GNAT1	92651	141494924	Macrotis lagotis
GNAT1	9301	141551560	Sminthopsis crassicaudata
GNAT1	9305	100924815	Sarcophilus harrisii
GNAT1	9315	140532142	Notamacropus eugenii
GNAT1	9337	118831226	Trichosurus vulpecula
GNAT1	9361	101432647	Dasypus novemcinctus
GNAT1	9365	103117253	Erinaceus europaeus
GNAT1	9371	101640745	Echinops telfairi
GNAT1	93934	107319652	Coturnix japonica
GNAT1	9407	107513374	Rousettus aegyptiacus
GNAT1	9417	119036689	Artibeus jamaicensis
GNAT1	9423	123830761	Phyllostomus hastatus
GNAT1	9430	112309621	Desmodus rotundus
GNAT1	9447	123623251	Lemur catta
GNAT1	9470	128591185	Nycticebus coucang
GNAT1	94827	104573642	Tinamus guttatus
GNAT1	9483	100403744	Callithrix jacchus
GNAT1	94885	117660554	Pantherophis guttatus
GNAT1	9515	116559320	Sapajus apella
GNAT1	9531	105573713	Cercocebus atys
GNAT1	9541	102131837	Macaca fascicularis
GNAT1	9544	703881	Macaca mulatta
GNAT1	9555	101012559	Papio anubis
GNAT1	9565	112618762	Theropithecus gelada
GNAT1	9568	105548992	Mandrillus leucophaeus
GNAT1	9590	129481272	Symphalangus syndactylus
GNAT1	95912	120229386	Hyaena hyaena
GNAT1	9595	101148259	Gorilla gorilla gorilla
GNAT1	9597	100980305	Pan paniscus
GNAT1	9598	744813	Pan troglodytes
GNAT1	9600	129033476	Pongo pygmaeus
GNAT1	9601	100457419	Pongo abelii
GNAT1	9606	2779	Homo sapiens
GNAT1	9615	403613	Canis lupus familiaris
GNAT1	9627	112911212	Vulpes vulpes
GNAT1	9643	123798827	Ursus americanus
GNAT1	9644	130543616	Ursus arctos
GNAT1	9646	100472264	Ailuropoda melanoleuca
GNAT1	9657	125079832	Lutra lutra
GNAT1	9662	123932733	Meles meles
GNAT1	9666	131823955	Mustela lutreola
GNAT1	9669	101689636	Mustela putorius furo
GNAT1	9678	144242348	Crocuta crocuta
GNAT1	9685	101091927	Felis catus
GNAT1	9689	122213381	Panthera leo
GNAT1	9690	132678562	Panthera onca
GNAT1	9691	109247832	Panthera pardus
GNAT1	9694	102962167	Panthera tigris
GNAT1	9696	112852933	Puma concolor
GNAT1	9704	113916224	Zalophus californianus
GNAT1	9708	101367147	Odobenus rosmarus divergens
GNAT1	9711	118535607	Halichoerus grypus
GNAT1	9716	123834784	Mirounga angustirostris
GNAT1	9720	116637004	Phoca vitulina
GNAT1	9728	132431685	Delphinus delphis
GNAT1	9731	115858887	Globicephala melas
GNAT1	9733	101275993	Orcinus orca
GNAT1	9737	307192733	Stenella coeruleoalba
GNAT1	9739	101337676	Tursiops truncatus
GNAT1	9742	136129011	Phocoena phocoena
GNAT1	9749	111174370	Delphinapterus leucas
GNAT1	9755	102995884	Physeter macrocephalus
GNAT1	9764	137773005	Eschrichtius robustus
GNAT1	9767	103011111	Balaenoptera acutorostrata
GNAT1	9771	118904462	Balaenoptera musculus
GNAT1	9785	100670800	Loxodonta africana
GNAT1	9793	106830722	Equus asinus
GNAT1	9796	100062183	Equus caballus
GNAT1	9798	103557340	Equus przewalskii
GNAT1	9823	100157237	Sus scrofa
GNAT1	9837	105080236	Camelus bactrianus
GNAT1	9838	105087541	Camelus dromedarius
GNAT1	9860	122682996	Cervus elaphus
GNAT1	9874	110152289	Odocoileus virginianus
GNAT1	9886	136166810	Muntiacus reevesi
GNAT1	98922	132215837	Myotis daubentonii
GNAT1	9913	281794	Bos taurus
GNAT1	9915	109576289	Bos indicus
GNAT1	9925	102174344	Capra hircus
GNAT1	9940	101121976	Ovis aries
GNAT1	9978	101531497	Ochotona princeps
GNAT1	9983	133766488	Lepus europaeus
GNAT1	9986	103344966	Oryctolagus cuniculus
GNAT2	100784	104631904	Balearica regulorum gibbericeps
GNAT2	103695	110085273	Pogona vitticeps
GNAT2	103944	107292614	Protobothrops mucrosquamatus
GNAT2	109478	102244985	Myotis brandtii
GNAT2	110931	134383499	Cynocephalus volans
GNAT2	111125	138669674	Ranitomeya imitator
GNAT2	111821	141934663	Strix aluco
GNAT2	118200	104304871	Dryobates pubescens
GNAT2	118797	103079732	Lipotes vexillifer
GNAT2	120794	119158355	Falco rusticolus
GNAT2	121349	139163880	Erythrolamprus reginae
GNAT2	128390	104013549	Nipponia nippon
GNAT2	132908	105297192	Pteropus vampyrus
GNAT2	1330250	307218287	Podarcis cretensis
GNAT2	13616	100030103	Monodelphis domestica
GNAT2	13735	102453849	Pelodiscus sinensis
GNAT2	143281	140638123	Canis lupus baileyi
GNAT2	143291	120584992	Pteropus medius
GNAT2	143292	118927961	Manis pentadactyla
GNAT2	143302	101618695	Condylura cristata
GNAT2	143630	143835853	Paroedura picta
GNAT2	148594	121098475	Falco naumanni
GNAT2	156563	111939888	Cyanistes caeruleus
GNAT2	1608482	121027634	Herpailurus yagouaroundi
GNAT2	1706337	112397854	Neophocaena asiaeorientalis asiaeorientalis
